,pct_max_score,learner_model,interactive,psiturk_log_uuid,level_number
357,14.814814814814813,pragmatic,False,,9
358,0.0,literal,False,,10
359,100.0,pragmatic,False,,10
360,-18.75,literal,False,,1
361,31.25,pragmatic,False,,1
362,-18.75,literal,False,,2
363,-50.0,pragmatic,False,,2
364,-94.11764705882352,literal,False,,3
365,100.0,pragmatic,False,,3
366,0.0,literal,False,,4
367,100.0,pragmatic,False,,4
368,-20.0,literal,False,,5
369,48.0,pragmatic,False,,5
370,-33.33333333333333,literal,False,,6
371,-20.0,pragmatic,False,,6
372,-64.28571428571429,literal,False,,7
373,0.0,pragmatic,False,,7
374,-41.66666666666667,literal,False,,8
375,-41.66666666666667,pragmatic,False,,8
376,14.814814814814813,literal,False,,9
377,-100.0,pragmatic,False,,9
378,0.0,literal,False,,10
379,0.0,pragmatic,False,,10
380,37.5,literal,False,,1
381,-112.5,pragmatic,False,,1
382,-56.25,literal,False,,2
383,-68.75,pragmatic,False,,2
384,-105.88235294117648,literal,False,,3
385,35.294117647058826,pragmatic,False,,3
386,100.0,literal,False,,4
387,0.0,pragmatic,False,,4
388,-48.0,literal,False,,5
389,48.0,pragmatic,False,,5
390,26.666666666666668,literal,False,,6
391,-20.0,pragmatic,False,,6
392,42.857142857142854,literal,False,,7
393,-14.285714285714285,pragmatic,False,,7
394,100.0,literal,False,,8
395,25.0,pragmatic,False,,8
396,96.29629629629628,literal,False,,9
397,74.07407407407408,pragmatic,False,,9
398,100.0,literal,False,,10
399,0.0,pragmatic,False,,10
400,-62.5,human,True,,1
401,-31.25,neural,False,,1
402,-56.25,human,True,,2
403,-87.5,neural,False,,2
404,-105.88235294117648,human,True,,3
405,-17.647058823529413,neural,False,,3
406,100.0,human,True,,4
407,-75.0,neural,False,,4
408,80.0,human,True,,5
409,-40.0,neural,False,,5
410,-20.0,human,True,,6
411,-20.0,neural,False,,6
412,92.85714285714286,human,True,,7
413,0.0,neural,False,,7
414,-66.66666666666666,human,True,,8
415,-41.66666666666667,neural,False,,8
416,62.96296296296296,human,True,,9
417,14.814814814814813,neural,False,,9
418,30.0,human,True,,10
419,25.0,neural,False,,10
420,-12.5,human,True,,1
421,37.5,neural,False,,1
422,68.75,human,True,,2
423,-87.5,neural,False,,2
424,-11.76470588235294,human,True,,3
425,35.294117647058826,neural,False,,3
426,-75.0,human,True,,4
427,-62.5,neural,False,,4
428,20.0,human,True,,5
429,48.0,neural,False,,5
430,26.666666666666668,human,True,,6
431,-20.0,neural,False,,6
432,-121.42857142857142,human,True,,7
433,7.142857142857142,neural,False,,7
434,83.33333333333334,human,True,,8
435,-25.0,neural,False,,8
436,40.74074074074074,human,True,,9
437,-100.0,neural,False,,9
438,75.0,human,True,,10
439,0.0,neural,False,,10
440,43.75,human,True,,1
441,-62.5,neural,False,,1
442,-56.25,human,True,,2
443,-87.5,neural,False,,2
444,35.294117647058826,human,True,,3
445,-129.41176470588235,neural,False,,3
446,100.0,human,True,,4
447,-62.5,neural,False,,4
448,72.0,human,True,,5
449,48.0,neural,False,,5
450,100.0,human,True,,6
451,26.666666666666668,neural,False,,6
452,64.28571428571429,human,True,,7
453,42.857142857142854,neural,False,,7
454,100.0,human,True,,8
455,100.0,neural,False,,8
456,100.0,human,True,,9
457,74.07407407407408,neural,False,,9
458,55.00000000000001,human,True,,10
459,100.0,neural,False,,10
460,-12.5,human,True,,1
461,100.0,neural,False,,1
462,68.75,human,True,,2
463,-112.5,neural,False,,2
464,17.647058823529413,human,True,,3
465,35.294117647058826,neural,False,,3
466,-62.5,human,True,,4
467,-62.5,neural,False,,4
468,100.0,human,True,,5
469,40.0,neural,False,,5
470,26.666666666666668,human,True,,6
471,-20.0,neural,False,,6
472,-14.285714285714285,human,True,,7
473,42.857142857142854,neural,False,,7
474,41.66666666666667,human,True,,8
475,100.0,neural,False,,8
476,-100.0,human,True,,9
477,74.07407407407408,neural,False,,9
478,15.0,human,True,,10
479,100.0,neural,False,,10
480,100.0,human,True,,1
481,-87.5,neural,False,,1
482,100.0,human,True,,2
483,-50.0,neural,False,,2
484,35.294117647058826,human,True,,3
485,35.294117647058826,neural,False,,3
486,100.0,human,True,,4
487,8.333333333333332,neural,False,,4
488,100.0,human,True,,5
489,100.0,neural,False,,5
490,100.0,human,True,,6
491,26.666666666666668,neural,False,,6
492,100.0,human,True,,7
493,7.142857142857142,neural,False,,7
494,100.0,human,True,,8
495,100.0,neural,False,,8
496,100.0,human,True,,9
497,74.07407407407408,neural,False,,9
498,100.0,human,True,,10
499,25.0,neural,False,,10
500,0.0,human,True,,1
501,43.75,neural,False,,1
502,-50.0,human,True,,2
503,-87.5,neural,False,,2
504,17.647058823529413,human,True,,3
505,35.294117647058826,neural,False,,3
506,-45.83333333333333,human,True,,4
507,-25.0,neural,False,,4
508,-20.0,human,True,,5
509,100.0,neural,False,,5
510,-60.0,human,True,,6
511,-20.0,neural,False,,6
512,-107.14285714285714,human,True,,7
513,-107.14285714285714,neural,False,,7
514,58.333333333333336,human,True,,8
515,-83.33333333333334,neural,False,,8
516,44.44444444444444,human,True,,9
517,-100.0,neural,False,,9
518,75.0,human,True,,10
519,100.0,neural,False,,10
520,100.0,human,True,,1
521,-62.5,neural,False,,1
522,100.0,human,True,,2
523,-87.5,neural,False,,2
524,35.294117647058826,human,True,,3
525,35.294117647058826,neural,False,,3
526,45.83333333333333,human,True,,4
527,100.0,neural,False,,4
528,0.0,human,True,,5
529,100.0,neural,False,,5
530,-20.0,human,True,,6
531,26.666666666666668,neural,False,,6
532,100.0,human,True,,7
533,42.857142857142854,neural,False,,7
534,58.333333333333336,human,True,,8
535,58.333333333333336,neural,False,,8
536,74.07407407407408,human,True,,9
537,74.07407407407408,neural,False,,9
538,100.0,human,True,,10
539,100.0,neural,False,,10
540,-87.5,human,True,,1
541,37.5,neural,False,,1
542,100.0,human,True,,2
543,100.0,neural,False,,2
544,64.70588235294117,human,True,,3
545,35.294117647058826,neural,False,,3
546,100.0,human,True,,4
547,-62.5,neural,False,,4
548,0.0,human,True,,5
549,8.0,neural,False,,5
550,40.0,human,True,,6
551,26.666666666666668,neural,False,,6
552,0.0,human,True,,7
553,42.857142857142854,neural,False,,7
554,100.0,human,True,,8
555,58.333333333333336,neural,False,,8
556,-100.0,human,True,,9
557,14.814814814814813,neural,False,,9
558,-20.0,human,True,,10
559,25.0,neural,False,,10
560,25.0,human,True,,1
561,-18.75,neural,False,,1
562,68.75,human,True,,2
563,-87.5,neural,False,,2
564,100.0,human,True,,3
565,35.294117647058826,neural,False,,3
566,66.66666666666666,human,True,,4
567,50.0,neural,False,,4
568,40.0,human,True,,5
569,100.0,neural,False,,5
570,0.0,human,True,,6
571,26.666666666666668,neural,False,,6
572,28.57142857142857,human,True,,7
573,42.857142857142854,neural,False,,7
574,100.0,human,True,,8
575,100.0,neural,False,,8
576,100.0,human,True,,9
577,74.07407407407408,neural,False,,9
578,75.0,human,True,,10
579,100.0,neural,False,,10
580,12.5,human,True,,1
581,31.25,neural,False,,1
582,-6.25,human,True,,2
583,25.0,neural,False,,2
584,0.0,human,True,,3
585,35.294117647058826,neural,False,,3
586,45.83333333333333,human,True,,4
587,50.0,neural,False,,4
588,48.0,human,True,,5
589,100.0,neural,False,,5
590,26.666666666666668,human,True,,6
591,26.666666666666668,neural,False,,6
592,-7.142857142857142,human,True,,7
593,42.857142857142854,neural,False,,7
594,33.33333333333333,human,True,,8
595,58.333333333333336,neural,False,,8
596,59.25925925925925,human,True,,9
597,74.07407407407408,neural,False,,9
598,100.0,human,True,,10
599,100.0,neural,False,,10
600,-6.25,literal,False,,1
601,100.0,pragmatic,False,,1
602,-62.5,literal,False,,2
603,-68.75,pragmatic,False,,2
604,23.52941176470588,literal,False,,3
605,100.0,pragmatic,False,,3
606,100.0,literal,False,,4
607,-41.66666666666667,pragmatic,False,,4
608,-24.0,literal,False,,5
609,72.0,pragmatic,False,,5
610,60.0,literal,False,,6
611,60.0,pragmatic,False,,6
612,100.0,literal,False,,7
613,100.0,pragmatic,False,,7
614,66.66666666666666,literal,False,,8
615,-41.66666666666667,pragmatic,False,,8
616,59.25925925925925,literal,False,,9
617,59.25925925925925,pragmatic,False,,9
618,100.0,literal,False,,10
619,100.0,pragmatic,False,,10
620,-62.5,literal,False,,1
621,43.75,pragmatic,False,,1
622,100.0,literal,False,,2
623,62.5,pragmatic,False,,2
624,-105.88235294117648,literal,False,,3
625,35.294117647058826,pragmatic,False,,3
626,100.0,literal,False,,4
627,100.0,pragmatic,False,,4
628,80.0,literal,False,,5
629,40.0,pragmatic,False,,5
630,-20.0,literal,False,,6
631,-20.0,pragmatic,False,,6
632,100.0,literal,False,,7
633,7.142857142857142,pragmatic,False,,7
634,50.0,literal,False,,8
635,16.666666666666664,pragmatic,False,,8
636,59.25925925925925,literal,False,,9
637,74.07407407407408,pragmatic,False,,9
638,100.0,literal,False,,10
639,-20.0,pragmatic,False,,10
640,0.0,literal,False,,1
641,-87.5,pragmatic,False,,1
642,-43.75,literal,False,,2
643,-112.5,pragmatic,False,,2
644,100.0,literal,False,,3
645,88.23529411764706,pragmatic,False,,3
646,-62.5,literal,False,,4
647,100.0,pragmatic,False,,4
648,48.0,literal,False,,5
649,48.0,pragmatic,False,,5
650,26.666666666666668,literal,False,,6
651,26.666666666666668,pragmatic,False,,6
652,35.714285714285715,literal,False,,7
653,35.714285714285715,pragmatic,False,,7
654,50.0,literal,False,,8
655,100.0,pragmatic,False,,8
656,74.07407407407408,literal,False,,9
657,74.07407407407408,pragmatic,False,,9
658,55.00000000000001,literal,False,,10
659,100.0,pragmatic,False,,10
660,31.25,literal,False,,1
661,31.25,pragmatic,False,,1
662,-112.5,literal,False,,2
663,-56.25,pragmatic,False,,2
664,-105.88235294117648,literal,False,,3
665,-105.88235294117648,pragmatic,False,,3
666,-20.833333333333332,literal,False,,4
667,100.0,pragmatic,False,,4
668,100.0,literal,False,,5
669,80.0,pragmatic,False,,5
670,-33.33333333333333,literal,False,,6
671,100.0,pragmatic,False,,6
672,92.85714285714286,literal,False,,7
673,100.0,pragmatic,False,,7
674,-75.0,literal,False,,8
675,66.66666666666666,pragmatic,False,,8
676,-100.0,literal,False,,9
677,100.0,pragmatic,False,,9
678,-20.0,literal,False,,10
679,100.0,pragmatic,False,,10
680,-31.25,literal,False,,1
681,-62.5,pragmatic,False,,1
682,100.0,literal,False,,2
683,0.0,pragmatic,False,,2
684,23.52941176470588,literal,False,,3
685,0.0,pragmatic,False,,3
686,100.0,literal,False,,4
687,50.0,pragmatic,False,,4
688,100.0,literal,False,,5
689,100.0,pragmatic,False,,5
690,60.0,literal,False,,6
691,26.666666666666668,pragmatic,False,,6
692,100.0,literal,False,,7
693,100.0,pragmatic,False,,7
694,100.0,literal,False,,8
695,58.333333333333336,pragmatic,False,,8
696,74.07407407407408,literal,False,,9
697,74.07407407407408,pragmatic,False,,9
698,100.0,literal,False,,10
699,100.0,pragmatic,False,,10
700,-87.5,literal,False,,1
701,-18.75,pragmatic,False,,1
702,-56.25,literal,False,,2
703,-112.5,pragmatic,False,,2
704,-70.58823529411765,literal,False,,3
705,-94.11764705882352,pragmatic,False,,3
706,100.0,literal,False,,4
707,45.83333333333333,pragmatic,False,,4
708,12.0,literal,False,,5
709,-20.0,pragmatic,False,,5
710,60.0,literal,False,,6
711,26.666666666666668,pragmatic,False,,6
712,92.85714285714286,literal,False,,7
713,42.857142857142854,pragmatic,False,,7
714,-41.66666666666667,literal,False,,8
715,-41.66666666666667,pragmatic,False,,8
716,-100.0,literal,False,,9
717,-100.0,pragmatic,False,,9
718,0.0,literal,False,,10
719,100.0,pragmatic,False,,10
720,43.75,literal,False,,1
721,43.75,pragmatic,False,,1
722,100.0,literal,False,,2
723,62.5,pragmatic,False,,2
724,35.294117647058826,literal,False,,3
725,-105.88235294117648,pragmatic,False,,3
726,100.0,literal,False,,4
727,100.0,pragmatic,False,,4
728,48.0,literal,False,,5
729,72.0,pragmatic,False,,5
730,26.666666666666668,literal,False,,6
731,60.0,pragmatic,False,,6
732,-121.42857142857142,literal,False,,7
733,-64.28571428571429,pragmatic,False,,7
734,66.66666666666666,literal,False,,8
735,66.66666666666666,pragmatic,False,,8
736,74.07407407407408,literal,False,,9
737,74.07407407407408,pragmatic,False,,9
738,55.00000000000001,literal,False,,10
739,55.00000000000001,pragmatic,False,,10
740,0.0,literal,False,,1
741,-62.5,pragmatic,False,,1
742,100.0,literal,False,,2
743,0.0,pragmatic,False,,2
744,-11.76470588235294,literal,False,,3
745,23.52941176470588,pragmatic,False,,3
746,-62.5,literal,False,,4
747,20.833333333333332,pragmatic,False,,4
748,80.0,literal,False,,5
749,72.0,pragmatic,False,,5
750,26.666666666666668,literal,False,,6
751,100.0,pragmatic,False,,6
752,100.0,literal,False,,7
753,100.0,pragmatic,False,,7
754,100.0,literal,False,,8
755,58.333333333333336,pragmatic,False,,8
756,77.77777777777779,literal,False,,9
757,74.07407407407408,pragmatic,False,,9
758,100.0,literal,False,,10
759,100.0,pragmatic,False,,10
760,0.0,literal,False,,1
761,-112.5,pragmatic,False,,1
762,100.0,literal,False,,2
763,-56.25,pragmatic,False,,2
764,35.294117647058826,literal,False,,3
765,35.294117647058826,pragmatic,False,,3
766,100.0,literal,False,,4
767,100.0,pragmatic,False,,4
768,72.0,literal,False,,5
769,72.0,pragmatic,False,,5
770,26.666666666666668,literal,False,,6
771,100.0,pragmatic,False,,6
772,42.857142857142854,literal,False,,7
773,100.0,pragmatic,False,,7
774,100.0,literal,False,,8
775,50.0,pragmatic,False,,8
776,74.07407407407408,literal,False,,9
777,74.07407407407408,pragmatic,False,,9
778,100.0,literal,False,,10
779,100.0,pragmatic,False,,10
780,-18.75,literal,False,,1
781,37.5,pragmatic,False,,1
782,62.5,literal,False,,2
783,-62.5,pragmatic,False,,2
784,76.47058823529412,literal,False,,3
785,88.23529411764706,pragmatic,False,,3
786,100.0,literal,False,,4
787,12.5,pragmatic,False,,4
788,80.0,literal,False,,5
789,0.0,pragmatic,False,,5
790,26.666666666666668,literal,False,,6
791,-20.0,pragmatic,False,,6
792,57.14285714285714,literal,False,,7
793,35.714285714285715,pragmatic,False,,7
794,66.66666666666666,literal,False,,8
795,50.0,pragmatic,False,,8
796,96.29629629629628,literal,False,,9
797,74.07407407407408,pragmatic,False,,9
798,100.0,literal,False,,10
799,0.0,pragmatic,False,,10
800,-25.0,human,True,,1
801,100.0,neural,False,,1
802,0.0,human,True,,2
803,-93.75,neural,False,,2
804,-70.58823529411765,human,True,,3
805,-129.41176470588235,neural,False,,3
806,41.66666666666667,human,True,,4
807,-75.0,neural,False,,4
808,40.0,human,True,,5
809,-32.0,neural,False,,5
810,46.666666666666664,human,True,,6
811,-33.33333333333333,neural,False,,6
812,0.0,human,True,,7
813,-78.57142857142857,neural,False,,7
814,58.333333333333336,human,True,,8
815,-83.33333333333334,neural,False,,8
816,-100.0,human,True,,9
817,-100.0,neural,False,,9
818,0.0,human,True,,10
819,-25.0,neural,False,,10
820,31.25,human,True,,1
821,-31.25,neural,False,,1
822,-56.25,human,True,,2
823,100.0,neural,False,,2
824,100.0,human,True,,3
825,35.294117647058826,neural,False,,3
826,100.0,human,True,,4
827,100.0,neural,False,,4
828,100.0,human,True,,5
829,100.0,neural,False,,5
830,100.0,human,True,,6
831,26.666666666666668,neural,False,,6
832,100.0,human,True,,7
833,42.857142857142854,neural,False,,7
834,100.0,human,True,,8
835,100.0,neural,False,,8
836,74.07407407407408,human,True,,9
837,74.07407407407408,neural,False,,9
838,100.0,human,True,,10
839,100.0,neural,False,,10
840,-12.5,human,True,,1
841,37.5,neural,False,,1
842,100.0,human,True,,2
843,-93.75,neural,False,,2
844,23.52941176470588,human,True,,3
845,35.294117647058826,neural,False,,3
846,100.0,human,True,,4
847,-62.5,neural,False,,4
848,72.0,human,True,,5
849,100.0,neural,False,,5
850,100.0,human,True,,6
851,-20.0,neural,False,,6
852,100.0,human,True,,7
853,42.857142857142854,neural,False,,7
854,83.33333333333334,human,True,,8
855,58.333333333333336,neural,False,,8
856,70.37037037037037,human,True,,9
857,74.07407407407408,neural,False,,9
858,75.0,human,True,,10
859,100.0,neural,False,,10
860,31.25,human,True,,1
861,100.0,neural,False,,1
862,62.5,human,True,,2
863,100.0,neural,False,,2
864,100.0,human,True,,3
865,35.294117647058826,neural,False,,3
866,100.0,human,True,,4
867,100.0,neural,False,,4
868,100.0,human,True,,5
869,100.0,neural,False,,5
870,100.0,human,True,,6
871,-20.0,neural,False,,6
872,100.0,human,True,,7
873,7.142857142857142,neural,False,,7
874,100.0,human,True,,8
875,100.0,neural,False,,8
876,100.0,human,True,,9
877,74.07407407407408,neural,False,,9
878,100.0,human,True,,10
879,100.0,neural,False,,10
880,-31.25,human,True,,1
881,-62.5,neural,False,,1
882,100.0,human,True,,2
883,-112.5,neural,False,,2
884,35.294117647058826,human,True,,3
885,35.294117647058826,neural,False,,3
886,100.0,human,True,,4
887,100.0,neural,False,,4
888,72.0,human,True,,5
889,100.0,neural,False,,5
890,-60.0,human,True,,6
891,26.666666666666668,neural,False,,6
892,100.0,human,True,,7
893,42.857142857142854,neural,False,,7
894,100.0,human,True,,8
895,58.333333333333336,neural,False,,8
896,100.0,human,True,,9
897,74.07407407407408,neural,False,,9
898,100.0,human,True,,10
899,100.0,neural,False,,10
900,0.0,human,True,,1
901,31.25,neural,False,,1
902,-43.75,human,True,,2
903,-112.5,neural,False,,2
904,17.647058823529413,human,True,,3
905,-105.88235294117648,neural,False,,3
906,100.0,human,True,,4
907,-70.83333333333334,neural,False,,4
908,12.0,human,True,,5
909,0.0,neural,False,,5
910,13.333333333333334,human,True,,6
911,-20.0,neural,False,,6
912,92.85714285714286,human,True,,7
913,-121.42857142857142,neural,False,,7
914,16.666666666666664,human,True,,8
915,-116.66666666666667,neural,False,,8
916,44.44444444444444,human,True,,9
917,-100.0,neural,False,,9
918,100.0,human,True,,10
919,-55.00000000000001,neural,False,,10
920,31.25,human,True,,1
921,37.5,neural,False,,1
922,-50.0,human,True,,2
923,-56.25,neural,False,,2
924,47.05882352941176,human,True,,3
925,-105.88235294117648,neural,False,,3
926,0.0,human,True,,4
927,-62.5,neural,False,,4
928,0.0,human,True,,5
929,-48.0,neural,False,,5
930,66.66666666666666,human,True,,6
931,-66.66666666666666,neural,False,,6
932,-78.57142857142857,human,True,,7
933,-121.42857142857142,neural,False,,7
934,50.0,human,True,,8
935,-116.66666666666667,neural,False,,8
936,40.74074074074074,human,True,,9
937,-100.0,neural,False,,9
938,50.0,human,True,,10
939,-40.0,neural,False,,10
940,0.0,human,True,,1
941,100.0,neural,False,,1
942,0.0,human,True,,2
943,0.0,neural,False,,2
944,41.17647058823529,human,True,,3
945,-94.11764705882352,neural,False,,3
946,-16.666666666666664,human,True,,4
947,0.0,neural,False,,4
948,-32.0,human,True,,5
949,-24.0,neural,False,,5
950,-33.33333333333333,human,True,,6
951,-33.33333333333333,neural,False,,6
952,71.42857142857143,human,True,,7
953,-64.28571428571429,neural,False,,7
954,0.0,human,True,,8
955,-116.66666666666667,neural,False,,8
956,-100.0,human,True,,9
957,-100.0,neural,False,,9
958,-5.0,human,True,,10
959,-55.00000000000001,neural,False,,10
960,-12.5,human,True,,1
961,-112.5,neural,False,,1
962,56.25,human,True,,2
963,-87.5,neural,False,,2
964,35.294117647058826,human,True,,3
965,-105.88235294117648,neural,False,,3
966,100.0,human,True,,4
967,50.0,neural,False,,4
968,100.0,human,True,,5
969,100.0,neural,False,,5
970,-26.666666666666668,human,True,,6
971,26.666666666666668,neural,False,,6
972,100.0,human,True,,7
973,100.0,neural,False,,7
974,58.333333333333336,human,True,,8
975,58.333333333333336,neural,False,,8
976,70.37037037037037,human,True,,9
977,74.07407407407408,neural,False,,9
978,100.0,human,True,,10
979,25.0,neural,False,,10
980,31.25,human,True,,1
981,31.25,neural,False,,1
982,100.0,human,True,,2
983,100.0,neural,False,,2
984,29.411764705882355,human,True,,3
985,-105.88235294117648,neural,False,,3
986,45.83333333333333,human,True,,4
987,100.0,neural,False,,4
988,100.0,human,True,,5
989,0.0,neural,False,,5
990,46.666666666666664,human,True,,6
991,40.0,neural,False,,6
992,100.0,human,True,,7
993,0.0,neural,False,,7
994,58.333333333333336,human,True,,8
995,100.0,neural,False,,8
996,74.07407407407408,human,True,,9
997,74.07407407407408,neural,False,,9
998,100.0,human,True,,10
999,100.0,neural,False,,10
1000,0.0,literal,False,,1
1001,-6.25,pragmatic,False,,1
1002,25.0,literal,False,,2
1003,-43.75,pragmatic,False,,2
1004,-47.05882352941176,literal,False,,3
1005,35.294117647058826,pragmatic,False,,3
1006,-62.5,literal,False,,4
1007,45.83333333333333,pragmatic,False,,4
1008,0.0,literal,False,,5
1009,48.0,pragmatic,False,,5
1010,26.666666666666668,literal,False,,6
1011,26.666666666666668,pragmatic,False,,6
1012,35.714285714285715,literal,False,,7
1013,35.714285714285715,pragmatic,False,,7
1014,-41.66666666666667,literal,False,,8
1015,100.0,pragmatic,False,,8
1016,14.814814814814813,literal,False,,9
1017,74.07407407407408,pragmatic,False,,9
1018,55.00000000000001,literal,False,,10
1019,100.0,pragmatic,False,,10
1020,37.5,literal,False,,1
1021,-18.75,pragmatic,False,,1
1022,100.0,literal,False,,2
1023,-87.5,pragmatic,False,,2
1024,35.294117647058826,literal,False,,3
1025,100.0,pragmatic,False,,3
1026,50.0,literal,False,,4
1027,50.0,pragmatic,False,,4
1028,100.0,literal,False,,5
1029,48.0,pragmatic,False,,5
1030,100.0,literal,False,,6
1031,26.666666666666668,pragmatic,False,,6
1032,42.857142857142854,literal,False,,7
1033,42.857142857142854,pragmatic,False,,7
1034,100.0,literal,False,,8
1035,100.0,pragmatic,False,,8
1036,59.25925925925925,literal,False,,9
1037,74.07407407407408,pragmatic,False,,9
1038,55.00000000000001,literal,False,,10
1039,55.00000000000001,pragmatic,False,,10
1040,-31.25,literal,False,,1
1041,-6.25,pragmatic,False,,1
1042,56.25,literal,False,,2
1043,100.0,pragmatic,False,,2
1044,-11.76470588235294,literal,False,,3
1045,35.294117647058826,pragmatic,False,,3
1046,45.83333333333333,literal,False,,4
1047,50.0,pragmatic,False,,4
1048,0.0,literal,False,,5
1049,100.0,pragmatic,False,,5
1050,26.666666666666668,literal,False,,6
1051,100.0,pragmatic,False,,6
1052,42.857142857142854,literal,False,,7
1053,100.0,pragmatic,False,,7
1054,100.0,literal,False,,8
1055,50.0,pragmatic,False,,8
1056,74.07407407407408,literal,False,,9
1057,74.07407407407408,pragmatic,False,,9
1058,100.0,literal,False,,10
1059,100.0,pragmatic,False,,10
1060,100.0,literal,False,,1
1061,37.5,pragmatic,False,,1
1062,-50.0,literal,False,,2
1063,25.0,pragmatic,False,,2
1064,64.70588235294117,literal,False,,3
1065,100.0,pragmatic,False,,3
1066,100.0,literal,False,,4
1067,100.0,pragmatic,False,,4
1068,72.0,literal,False,,5
1069,72.0,pragmatic,False,,5
1070,26.666666666666668,literal,False,,6
1071,100.0,pragmatic,False,,6
1072,57.14285714285714,literal,False,,7
1073,100.0,pragmatic,False,,7
1074,100.0,literal,False,,8
1075,16.666666666666664,pragmatic,False,,8
1076,74.07407407407408,literal,False,,9
1077,74.07407407407408,pragmatic,False,,9
1078,100.0,literal,False,,10
1079,100.0,pragmatic,False,,10
1080,100.0,literal,False,,1
1081,37.5,pragmatic,False,,1
1082,56.25,literal,False,,2
1083,62.5,pragmatic,False,,2
1084,-105.88235294117648,literal,False,,3
1085,100.0,pragmatic,False,,3
1086,20.833333333333332,literal,False,,4
1087,100.0,pragmatic,False,,4
1088,80.0,literal,False,,5
1089,0.0,pragmatic,False,,5
1090,26.666666666666668,literal,False,,6
1091,100.0,pragmatic,False,,6
1092,92.85714285714286,literal,False,,7
1093,42.857142857142854,pragmatic,False,,7
1094,58.333333333333336,literal,False,,8
1095,-33.33333333333333,pragmatic,False,,8
1096,74.07407407407408,literal,False,,9
1097,74.07407407407408,pragmatic,False,,9
1098,100.0,literal,False,,10
1099,100.0,pragmatic,False,,10
1100,0.0,literal,False,,1
1101,31.25,pragmatic,False,,1
1102,56.25,literal,False,,2
1103,100.0,pragmatic,False,,2
1104,35.294117647058826,literal,False,,3
1105,35.294117647058826,pragmatic,False,,3
1106,4.166666666666666,literal,False,,4
1107,100.0,pragmatic,False,,4
1108,72.0,literal,False,,5
1109,48.0,pragmatic,False,,5
1110,66.66666666666666,literal,False,,6
1111,26.666666666666668,pragmatic,False,,6
1112,100.0,literal,False,,7
1113,42.857142857142854,pragmatic,False,,7
1114,16.666666666666664,literal,False,,8
1115,58.333333333333336,pragmatic,False,,8
1116,59.25925925925925,literal,False,,9
1117,74.07407407407408,pragmatic,False,,9
1118,100.0,literal,False,,10
1119,100.0,pragmatic,False,,10
1120,37.5,literal,False,,1
1121,0.0,pragmatic,False,,1
1122,-50.0,literal,False,,2
1123,-18.75,pragmatic,False,,2
1124,-105.88235294117648,literal,False,,3
1125,35.294117647058826,pragmatic,False,,3
1126,-62.5,literal,False,,4
1127,12.5,pragmatic,False,,4
1128,0.0,literal,False,,5
1129,48.0,pragmatic,False,,5
1130,-20.0,literal,False,,6
1131,-20.0,pragmatic,False,,6
1132,42.857142857142854,literal,False,,7
1133,42.857142857142854,pragmatic,False,,7
1134,-66.66666666666666,literal,False,,8
1135,100.0,pragmatic,False,,8
1136,77.77777777777779,literal,False,,9
1137,74.07407407407408,pragmatic,False,,9
1138,100.0,literal,False,,10
1139,0.0,pragmatic,False,,10
1140,37.5,literal,False,,1
1141,43.75,pragmatic,False,,1
1142,0.0,literal,False,,2
1143,0.0,pragmatic,False,,2
1144,64.70588235294117,literal,False,,3
1145,-94.11764705882352,pragmatic,False,,3
1146,100.0,literal,False,,4
1147,100.0,pragmatic,False,,4
1148,48.0,literal,False,,5
1149,48.0,pragmatic,False,,5
1150,26.666666666666668,literal,False,,6
1151,40.0,pragmatic,False,,6
1152,0.0,literal,False,,7
1153,100.0,pragmatic,False,,7
1154,50.0,literal,False,,8
1155,-66.66666666666666,pragmatic,False,,8
1156,74.07407407407408,literal,False,,9
1157,74.07407407407408,pragmatic,False,,9
1158,100.0,literal,False,,10
1159,100.0,pragmatic,False,,10
1160,62.5,literal,False,,1
1161,-31.25,pragmatic,False,,1
1162,100.0,literal,False,,2
1163,56.25,pragmatic,False,,2
1164,-105.88235294117648,literal,False,,3
1165,100.0,pragmatic,False,,3
1166,-41.66666666666667,literal,False,,4
1167,100.0,pragmatic,False,,4
1168,0.0,literal,False,,5
1169,48.0,pragmatic,False,,5
1170,40.0,literal,False,,6
1171,100.0,pragmatic,False,,6
1172,100.0,literal,False,,7
1173,42.857142857142854,pragmatic,False,,7
1174,58.333333333333336,literal,False,,8
1175,100.0,pragmatic,False,,8
1176,74.07407407407408,literal,False,,9
1177,100.0,pragmatic,False,,9
1178,100.0,literal,False,,10
1179,55.00000000000001,pragmatic,False,,10
1180,-18.75,literal,False,,1
1181,50.0,pragmatic,False,,1
1182,25.0,literal,False,,2
1183,25.0,pragmatic,False,,2
1184,-17.647058823529413,literal,False,,3
1185,35.294117647058826,pragmatic,False,,3
1186,100.0,literal,False,,4
1187,50.0,pragmatic,False,,4
1188,48.0,literal,False,,5
1189,100.0,pragmatic,False,,5
1190,60.0,literal,False,,6
1191,26.666666666666668,pragmatic,False,,6
1192,100.0,literal,False,,7
1193,100.0,pragmatic,False,,7
1194,100.0,literal,False,,8
1195,58.333333333333336,pragmatic,False,,8
1196,74.07407407407408,literal,False,,9
1197,74.07407407407408,pragmatic,False,,9
1198,100.0,literal,False,,10
1199,100.0,pragmatic,False,,10
1200,37.5,human,True,,1
1201,100.0,neural,False,,1
1202,-93.75,human,True,,2
1203,0.0,neural,False,,2
