,pct_max_score,learner_model,interactive,psiturk_log_uuid,level_number
246,100.0,neural,True,56ba8b5730d6b3000cf85665:5f494a03452857481495f764,8
1349,100.0,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,10
1404,-66.66666666666666,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,6
358,74.07407407407408,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,9
362,26.666666666666668,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,6
363,100.0,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,8
1343,-75.0,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,2
1342,12.5,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,4
1350,-75.0,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,4
1340,74.07407407407408,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,9
368,-112.5,neural,True,5ec917d6e72f95414ef658ea:5f494b897709fc481b58ccfd,2
1407,-83.33333333333334,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,8
1471,100.0,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,10
1469,100.0,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,5
1467,74.07407407407408,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,9
371,-62.5,neural,True,5ed68381c1fe3d0c38d561de:5f494c67c02a1747cf4f2e89,1
351,41.66666666666667,neural,True,5ea1a92e9a4975074e327627:5f494b8d419176477189909f,4
390,100.0,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,10
1463,-25.0,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,10
1351,-25.0,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,2
1354,-48.0,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,5
381,50.0,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,4
1326,74.07407407407408,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,9
1325,-31.25,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,1
745,100.0,neural,True,5c0ddc894bc2690001b67bd0:5f49621a6bf20b4b41accd45,5
325,74.07407407407408,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,9
1322,74.07407407407408,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,9
188,26.666666666666668,neural,True,5ee597ee473a462dedf766e4:5f494ad77a43dc497c74a657,6
356,100.0,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,7
1320,100.0,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,8
1317,-93.75,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,2
1334,-47.05882352941176,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,3
1335,100.0,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,10
354,100.0,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,8
1337,100.0,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,10
386,74.07407407407408,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,9
1356,100.0,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,10
385,-94.11764705882352,neural,True,5ec917d6e72f95414ef658ea:5f494b897709fc481b58ccfd,3
1330,-87.5,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,1
1461,58.333333333333336,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,8
1458,100.0,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,10
730,100.0,neural,True,5c7853cecad0dc0001e56ec5:5f496216ba002f4b59a1de3b,2
281,42.857142857142854,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,7
1420,-100.0,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,9
1419,100.0,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,8
449,74.07407407407408,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,9
1417,-83.33333333333334,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,8
1415,26.666666666666668,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,6
345,100.0,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,10
1414,100.0,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,7
1412,100.0,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,10
279,100.0,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,6
221,-112.5,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,1
1408,12.5,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,4
1427,100.0,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,7
214,25.0,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,2
728,-75.0,neural,True,5f42311b6d813202bc3718bc:5f49620fcb08014aec4dfcc3,4
450,31.25,neural,True,5ed39fff5a6649000922a84d:5f494d125d2cf8120b8be071,1
1460,50.0,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,4
342,100.0,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,5
1453,7.142857142857142,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,7
350,100.0,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,3
1455,-100.0,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,9
1476,26.666666666666668,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,6
329,92.85714285714286,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,7
734,-43.75,neural,True,5c7e019bbd99f10015b7a23f:5f4962004f80c2153f6c7076,2
466,100.0,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,10
733,100.0,neural,True,5e87ade2da382941f3f1a621:5f49622144b0814b4cae9814,4
1451,74.07407407407408,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,9
334,-112.5,neural,True,5ec70087ac7d6b14612ce128:5f494be035c09548c14dede8,1
1486,100.0,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,10
1484,74.07407407407408,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,9
339,40.0,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,6
1482,100.0,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,8
1481,42.857142857142854,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,7
341,100.0,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,8
1314,74.07407407407408,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,9
1454,100.0,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,10
1430,-100.0,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,9
1332,-75.0,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,4
1360,12.0,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,5
420,-129.41176470588235,neural,True,5ed68381c1fe3d0c38d561de:5f494c67c02a1747cf4f2e89,3
866,-121.42857142857142,neural,True,5eb14b3c30bd5922f1fcc4f2:5f4961fb86d7cb4b06222d2a,7
411,100.0,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,10
887,74.07407407407408,neural,True,5c0ddc894bc2690001b67bd0:5f49621a6bf20b4b41accd45,9
313,100.0,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,4
884,100.0,neural,True,5ea8c40504081a31ebd22b41:5f49620b8358804bab194939,4
883,-105.88235294117648,neural,True,5d4ad488dfd8230018fd0b45:5f496209bf545e39ff0219fd,3
306,100.0,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,5
880,100.0,neural,True,5f08abf1c911500f0e297a16:5f496214de24ea4bddc5dd49,8
877,100.0,neural,True,5ee41e4c18f5a91083714a96:5f49620700dba54be589f7b3,10
876,42.857142857142854,neural,True,5e87ade2da382941f3f1a621:5f49622144b0814b4cae9814,7
317,0.0,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,2
414,-75.0,neural,True,5ec917d6e72f95414ef658ea:5f494b897709fc481b58ccfd,4
415,48.0,neural,True,5ea1a92e9a4975074e327627:5f494b8d419176477189909f,5
318,100.0,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,7
710,43.75,neural,True,5e39ff812eb93d21c8cc140e:5f49620721ec8a4b721f8c20,1
879,45.83333333333333,neural,True,5d0114857be13b0016e991c3:5f49621140b01f4c2955e8ad,4
416,-31.25,neural,True,5e023c7453e846dd3b145ae0:5f494b2111cd1a35ce91b6ad,1
847,100.0,neural,True,5c7853cecad0dc0001e56ec5:5f496216ba002f4b59a1de3b,5
314,48.0,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,5
56,100.0,neural,True,5f20929ec2b26a17e317d1ca:5f49493c5cfe9f34a8960c20,2
402,23.52941176470588,neural,True,5ec70087ac7d6b14612ce128:5f494be035c09548c14dede8,3
844,100.0,neural,True,5dad865e32175a0014451b20:5f4961fafca4704bac54d3ed,2
891,-48.0,neural,True,5c28a88b1c8e4c0001b2e0c7:5f49621e2ee5a4155f565bd7,5
59,-42.857142857142854,neural,True,5c97b3456825d900019b9d61:5f49472fab878a369039bbc7,7
863,100.0,neural,True,5f46cf32030fef09cdd29634:5f496224d432c339d4216047,2
405,100.0,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,5
305,-20.0,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,6
716,100.0,neural,True,5ee41e4c18f5a91083714a96:5f49620700dba54be589f7b3,5
857,50.0,neural,True,5c7e019bbd99f10015b7a23f:5f4962004f80c2153f6c7076,4
65,66.66666666666666,neural,True,5c97b3456825d900019b9d61:5f49472fab878a369039bbc7,8
855,58.333333333333336,neural,True,5c0ddc894bc2690001b67bd0:5f49621a6bf20b4b41accd45,8
185,35.294117647058826,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,3
852,74.07407407407408,neural,True,5ee41e4c18f5a91083714a96:5f49620700dba54be589f7b3,9
186,74.07407407407408,neural,True,5e5ae9fc87c7582ee51b2e38:5f494951d8963d489197a2b4,9
187,35.294117647058826,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,3
63,100.0,neural,True,5c1246ea72a5f1000117134b:5f4949586ddbcd4887654efd,7
727,100.0,neural,True,5d0114857be13b0016e991c3:5f49621140b01f4c2955e8ad,1
869,50.0,neural,True,5f42311b6d813202bc3718bc:5f49620fcb08014aec4dfcc3,8
1124,42.857142857142854,neural,True,5ef764821269f404a08607d7:5f496222c055734b6fdcbde0,7
1403,100.0,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,7
1402,100.0,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,3
284,74.07407407407408,neural,True,56ba8b5730d6b3000cf85665:5f494a03452857481495f764,9
1398,74.07407407407408,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,9
288,35.294117647058826,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,3
289,-35.294117647058826,neural,True,5ea1a92e9a4975074e327627:5f494b8d419176477189909f,3
1395,48.0,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,5
706,64.70588235294117,neural,True,5eb14b3c30bd5922f1fcc4f2:5f4961fb86d7cb4b06222d2a,3
1394,-121.42857142857142,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,7
379,100.0,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,8
1390,100.0,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,6
292,-62.5,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,4
1388,-48.0,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,5
1387,58.333333333333336,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,8
1386,-121.42857142857142,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,7
1385,-60.0,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,6
291,26.666666666666668,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,6
878,26.666666666666668,neural,True,5c7853cecad0dc0001e56ec5:5f496216ba002f4b59a1de3b,6
282,0.0,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,5
1381,100.0,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,4
321,35.714285714285715,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,7
323,-62.5,neural,True,5ec917d6e72f95414ef658ea:5f494b897709fc481b58ccfd,1
398,-62.5,neural,True,5ed68381c1fe3d0c38d561de:5f494c67c02a1747cf4f2e89,2
397,14.814814814814813,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,9
1375,100.0,neural,True,5d964976b8040b001761467c:5f4978eb05a42c18c3da730b,2
1374,-26.666666666666668,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,6
1372,-66.66666666666666,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,6
395,100.0,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,7
1371,100.0,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,7
1369,88.23529411764706,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,3
301,100.0,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,8
1367,-17.647058823529413,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,3
1366,48.0,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,5
396,100.0,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,7
1363,-48.0,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,5
1362,26.666666666666668,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,6
302,100.0,neural,True,56ba8b5730d6b3000cf85665:5f494a03452857481495f764,10
453,-66.66666666666666,neural,True,5ec917d6e72f95414ef658ea:5f494b897709fc481b58ccfd,6
216,20.833333333333336,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,4
1448,74.07407407407408,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,9
1278,100.0,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,7
438,26.666666666666668,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,6
1276,100.0,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,4
1275,26.666666666666668,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,6
1274,64.70588235294117,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,3
439,-26.666666666666668,neural,True,5ea1a92e9a4975074e327627:5f494b8d419176477189909f,6
1270,26.666666666666668,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,6
1279,-75.0,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,4
1269,50.0,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,1
1288,-93.75,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,2
1309,100.0,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,8
1308,100.0,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,5
1306,-6.25,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,1
1305,0.0,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,4
1304,-129.41176470588235,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,3
256,100.0,neural,True,568aebfc39a70e000b57acf9:5f4949f8d919ec366b0439e2,5
274,88.23529411764706,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,3
1301,100.0,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,7
269,-31.25,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,1
1283,74.07407407407408,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,9
1161,33.33333333333333,neural,True,5e384d23b7fe58017dd33aa3:5f4961fc7200c94c18f658c0,8
257,26.666666666666668,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,6
1158,100.0,neural,True,5dbfd97bd81910439ca813b3:5f49621e30f69f4bb2550083,10
1156,42.857142857142854,neural,True,5f2c4e0ed5f2790f08c09f3f:5f496408d8963d4b2c68802b,7
1155,74.07407407407408,neural,True,5dbfd97bd81910439ca813b3:5f49621e30f69f4bb2550083,9
261,100.0,neural,True,5ee597ee473a462dedf766e4:5f494ad77a43dc497c74a657,10
1153,100.0,neural,True,5dbfd97bd81910439ca813b3:5f49621e30f69f4bb2550083,8
1282,100.0,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,2
262,41.66666666666667,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,4
1150,100.0,neural,True,5ef764821269f404a08607d7:5f496222c055734b6fdcbde0,10
263,-50.0,neural,True,5ea1a92e9a4975074e327627:5f494b8d419176477189909f,2
1218,-6.25,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,1
1220,100.0,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,2
267,100.0,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,5
1285,58.333333333333336,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,8
664,100.0,neural,True,5e87ade2da382941f3f1a621:5f49622144b0814b4cae9814,2
1151,100.0,neural,True,5eb53966bcc7ec02d9dab736:5f4961f811cd1a38acc4959c,10
1162,100.0,neural,True,5f2c4e0ed5f2790f08c09f3f:5f496408d8963d4b2c68802b,8
1298,100.0,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,8
1294,100.0,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,10
698,100.0,neural,True,5c0ddc894bc2690001b67bd0:5f49621a6bf20b4b41accd45,4
688,-105.88235294117648,neural,True,5f08abf1c911500f0e297a16:5f496214de24ea4bddc5dd49,3
1240,100.0,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,4
1241,100.0,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,4
1242,-50.0,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,2
1263,100.0,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,7
691,-129.41176470588235,neural,True,5f42311b6d813202bc3718bc:5f49620fcb08014aec4dfcc3,3
1224,100.0,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,4
1259,26.666666666666668,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,6
692,100.0,neural,True,5ee41e4c18f5a91083714a96:5f49620700dba54be589f7b3,4
1253,100.0,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,5
1244,-87.5,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,2
695,37.5,neural,True,5c7853cecad0dc0001e56ec5:5f496216ba002f4b59a1de3b,1
1254,37.5,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,1
1252,100.0,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,5
1250,100.0,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,7
1258,-35.294117647058826,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,3
239,-35.294117647058826,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,3
253,100.0,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,2
1227,35.294117647058826,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,3
240,-93.75,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,2
1292,-18.75,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,1
1291,100.0,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,7
1219,100.0,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,5
678,-87.5,neural,True,5c7e019bbd99f10015b7a23f:5f4962004f80c2153f6c7076,1
1264,100.0,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,8
679,-87.5,neural,True,5c28a88b1c8e4c0001b2e0c7:5f49621e2ee5a4155f565bd7,1
1226,35.294117647058826,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,3
1238,35.294117647058826,neural,True,5f47509d6edad91240af8600:5f4978e50ac6644df45255f5,3
502,92.85714285714286,neural,True,5ed68381c1fe3d0c38d561de:5f494c67c02a1747cf4f2e89,7
1235,26.666666666666668,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,6
1234,100.0,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,5
247,35.294117647058826,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,3
700,35.294117647058826,neural,True,5e87ade2da382941f3f1a621:5f49622144b0814b4cae9814,3
1229,100.0,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,5
252,50.0,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,4
244,74.07407407407408,neural,True,5ee597ee473a462dedf766e4:5f494ad77a43dc497c74a657,9
234,35.294117647058826,neural,True,5f2c03d5960cb30338e3a019:5f494b7d4f80c211f4f8c4e9,3
1164,-3.7037037037037033,neural,True,5e384d23b7fe58017dd33aa3:5f4961fc7200c94c18f658c0,9
233,-112.5,neural,True,5ea1a92e9a4975074e327627:5f494b8d419176477189909f,1
1191,-31.25,neural,True,5dbc435b78b8d81ec088fb40:5f4978deac8a904def637dec,1
1190,37.5,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,1
226,100.0,neural,True,5ee597ee473a462dedf766e4:5f494ad77a43dc497c74a657,8
227,100.0,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,5
674,-62.5,neural,True,5eb14b3c30bd5922f1fcc4f2:5f4961fb86d7cb4b06222d2a,2
210,100.0,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,2
208,100.0,neural,True,5ee597ee473a462dedf766e4:5f494ad77a43dc497c74a657,7
1192,37.5,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,1
462,-8.0,neural,True,5ed68381c1fe3d0c38d561de:5f494c67c02a1747cf4f2e89,5
672,35.294117647058826,neural,True,5ee41e4c18f5a91083714a96:5f49620700dba54be589f7b3,3
444,-35.294117647058826,neural,True,5e023c7453e846dd3b145ae0:5f494b2111cd1a35ce91b6ad,3
1194,25.0,neural,True,5eab89102e910016bb0b5414:5f4978e197671b3d4d98bd58,2
443,0.0,neural,True,5ec70087ac7d6b14612ce128:5f494be035c09548c14dede8,5
442,-75.0,neural,True,5ed68381c1fe3d0c38d561de:5f494c67c02a1747cf4f2e89,4
1216,100.0,neural,True,5d038adefda4bb00013f8afb:5f4978eaf998434d358796a9,4
423,100.0,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,8
463,74.07407407407408,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,9
424,-62.5,neural,True,5ec70087ac7d6b14612ce128:5f494be035c09548c14dede8,4
460,60.0,neural,True,5ec70087ac7d6b14612ce128:5f494be035c09548c14dede8,6
458,42.857142857142854,neural,True,5f2af21b5a21314505c50c70:5f494bb974ace84a073bf913,7
1447,100.0,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,10
1446,-116.66666666666667,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,8
737,-75.0,neural,True,5eb14b3c30bd5922f1fcc4f2:5f4961fb86d7cb4b06222d2a,4
1444,100.0,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,6
1443,-25.0,neural,True,5f48329af7606d1b45b2e726:5f4978f67b89dc3b5462a5e0,10
703,31.25,neural,True,5ea8c40504081a31ebd22b41:5f49620b8358804bab194939,1
220,-75.0,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,2
1313,64.70588235294117,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,3
278,100.0,neural,True,5ed4f1749cc65f01e7775c24:5f494a37e83b1e47d8fe57ac,4
457,4.166666666666666,neural,True,5e023c7453e846dd3b145ae0:5f494b2111cd1a35ce91b6ad,4
1436,74.07407407407408,neural,True,5df15288b1fb0506c5fc6afb:5f4978f41be8563cbd1cc22c,9
1435,-121.42857142857142,neural,True,5e1510a1c76aa6b119558fd6:5f497908da9c144e84a4b40d,7
1434,60.0,neural,True,56fdff4ee0f9ff000f19c466:5f49790327b9643c5d488776,5
223,-31.25,neural,True,5cbad3cbab6a2c00016137ac:5f494bd7633ed248837fc5a7,1
1432,100.0,neural,True,5bc10133904b2f000194b264:5f4978f421ec8a4e66450567,8
1431,-25.0,neural,True,5d6afd65f2d304001540edfa:5f4978ef2a3d074e2709b0ed,10
1438,58.333333333333336,neural,True,5dd43fb9572604418c5fb05c:5f497989564c063cfd65622a,8
1213,100.0,neural,True,5f2bb05bfa2da363c64551a7:5f4978e36618633c8799d39d,2
1212,100.0,neural,True,5ef51de92a8ed116654bc910:5f4978f9586c804defdf9006,2
425,100.0,neural,True,5d9db80fad89d50017a880e6:5f494b21243bb3486e226d7d,10
1139,-57.14285714285714,neural,True,5e384d23b7fe58017dd33aa3:5f4961fc7200c94c18f658c0,7
202,100.0,neural,True,5e5ae9fc87c7582ee51b2e38:5f494951d8963d489197a2b4,10
432,100.0,neural,True,57b4a771cda70d0001534835:5f494b7f9f9d2348a2b74dfd,10
1136,100.0,neural,True,5dbfd97bd81910439ca813b3:5f49621e30f69f4bb2550083,4
204,100.0,neural,True,5c76e6f1d81ffd0017dffc4a:5f494971c541cc489012c107,4
1133,58.333333333333336,neural,True,5ef764821269f404a08607d7:5f496222c055734b6fdcbde0,8
1132,-25.0,neural,True,5cb08b95600ba80012133399:5f4961f2636f064c096e28b9,10
1140,100.0,neural,True,5dbfd97bd81910439ca813b3:5f49621e30f69f4bb2550083,5
